;projectdeel;peilbuis;filter_van_m;filter_tot_m;nummer;analysemonster;datum_bemonstering;gegevens;parameter;detectieconditie;waarde;eenheid;x_ml72;y_ml72
4935;R1O2;R1Z002B;7;8;231;R1Z002B-1-1;2021/10/11;RoTS/Sweco;PFUnDA;<;1;ng/l;155311,25;213246,08
4936;STLO;PFAS-Diep-PB5;21;23;194;PFAS-DIEP-PB5-1-1;2021/10/19;RoTS/Sweco;PFNS;<;1;ng/l;149800,9086;214023,7081
4937;R1O1;PBA1;;7,1;176;PBA1;2022/02/04;RoTS/WiBo;PFOS lineair;=;2;ng/l;154416,9169;213361,4556
4938;R1O2;PFC3B-PB11003;15;17;204;PFC3B-PB11003-1-1 PFC3B-PB11003;2022/03/22;RoTS/Sweco;MePFBSAA;<;10;ng/l;155264,7005;213281,1068
4939;R1N;PB1004;2;3;119;OBO-TS-PB1004;2021/11/30;RoTS/Sweco;som PFOA;=;19;ng/l;153865;214461
4940;R1O2;PFC3B-PB6;6;8;214;PFC3B-PB6-1-1;2022/07/22;RoTS/Sweco;PFBS;=;9;ng/l;155282,9829;213348,2839
4941;R1N;PB1004;2;3;119;OBO-TS-PB1004;2021/11/30;RoTS/Sweco;PFNS;<;1;ng/l;153865;214461
4942;R1O1;R1Z011B;7;8;236;R1Z011B;2021/11/17;RoTS/WiBo;som PFAS indicatief;=;0;ng/l;154244,68;213832,79
4943;R1N;PB05C;;;108;PB05C-1-1;2021/10/11;RoTS/Sweco;PFOA vertakt;=;1;ng/l;153964,46;215707,51
4944;R1O1;P507;4;6;100;LD_507;2021/11/17;RoTS/WiBo;4:2 FTS;<;10;ng/l;154996,8;213272,77
4945;R1O1;P403;4,1;6,1;81;LD_403;2021/08/19;RoTS/WiBo;PFODA;<;2;ng/l;154770,21;213612,57
4946;R1N;PB1003;2;3;118;OBO-TS-PB1003;2021/11/30;RoTS/Sweco;PFECHS;<;1;ng/l;153841;214519
4947;OWK;PB1;4;6,2;114;2022/03/02-PB1-01;2022/03/02;aMT;PFHxSA;<;10;ng/l;152428,3681;214534,5674
4948;R1O1;P605;7;8;105;LD_605;2022/04/07;RoTS/WiBo;PFHpA;=;3;ng/l;154867,85;213294,05
4949;R1N;PB222B;11,5;12,5;146;PB222B-1-1;2021/10/11;RoTS/Sweco;PFHpS;<;1;ng/l;154172,71;215098,1
4950;OWK;PB236A;;;148;PB236A-1-1 PB236A;2021/12/02;RoTS/Sweco;PFHxA;=;78;ng/l;151168,171;214556,146
4951;R1N;PB222B;11,5;12,5;146;PB222B-1-1;2021/10/11;RoTS/Sweco;PFDoDS;<;1;ng/l;154172,71;215098,1
4952;STLO;PB59;3,1;4,1;167;IAC21-04579.005 - PB59;2021/06/01;TM COTU;PFHxA;=;170;ng/l;149460,61;213668,84
4953;R1O2;R1Z017A;2,5;3,5;244;R1Z017A-1-1;2021/10/11;RoTS/Sweco;PFHxDA;<;1;ng/l;155178,18;212863,76
4954;R1O2;PFC3B-PB11001;17,5;19,5;202;PFC3B-PB11001-1-1 PFC3B-PB11001;2022/03/10;RoTS/Sweco;PFHxSA;<;10;ng/l;155689,4461;212605,078
4955;R1O1;P404;4,15;6,15;83;LD_404;2021/08/19;RoTS/WiBo;som PFAS kwantitatief;=;2664;ng/l;154517,93;213854,71
4956;R1O1;P408;4,1;6,1;92;LD_408;2021/09/23;RoTS/WiBo;PFTrDA;<;1;ng/l;154847,13;213315,62
4957;OWK;OWK003B;7,5;8,5;59;OWK0103B-1-1 OWK003B;2021/12/02;RoTS/Sweco;PFNS;<;1;ng/l;151895,13;214754,05
4958;R1O1;PB2-SHS;10;15;158;PB2-SHS;31/02/2022;RoTS/WiBo;som PFAS indicatief;=;0;ng/l;154412,3745;213417,5682
4959;R1O2;PFC3B-PB8;6;8;216;PFC3B-PB8-1-1;2022/07/22;RoTS/Sweco;PFBSA;<;2;ng/l;155177,9764;213420,7135
4960;R1O1;P508;9;10;101;LD_508;2021/11/16;RoTS/WiBo;PFUnDA;<;1;ng/l;154820,77;213631,44
4961;R1O1;P504;4;6;97;LD_504;2021/11/16;RoTS/WiBo;EtPFOSA;<;4;ng/l;154323,59;213914,36
4962;R1O2;R1Z005B;7,5;8,5;233;R1Z005B-1-1;2021/10/11;RoTS/Sweco;PFOS lineair;=;1;ng/l;155674,09;212796,6
4963;R1O2;R1Z002B;7;8;231;R1Z002B-1-1;2021/10/11;RoTS/Sweco;PFOS lineair;=;1;ng/l;155311,25;213246,08
4964;R1O1;P601;4;6;102;LD_601;2022/04/07;RoTS/WiBo;som PFOA;=;5200;ng/l;154684,5;213367,97
4965;R1N;R1N015B;7;8;223;R1N015B-1-1;2021/10/11;RoTS/Sweco;PFBA;=;42;ng/l;153811,85;214568,69
4966;R1N;PB1006;2,1;3,1;121;OBO-TS-PB1006;2021/11/30;RoTS/Sweco;MePFOSAA;<;1;ng/l;153721;214562
4967;R1O1;P602;4;6;103;LD_602;2022/04/07;RoTS/WiBo;PFOSA;<;1;ng/l;154646,94;213410,91
4968;R1O1;R1Z012B;7;8;238;R1Z012B-1-1 R1Z012B;2022/01/25;RoTS/Sweco;PFTrDA;<;1;ng/l;154121,95;213989,38
4969;R1O2;PFC3B-PB1;4;5;201;PFC3B-PB1-1-1 PFC3B-PB1;2022/02/24;RoTS/Sweco;8:2 FTS;<;1;ng/l;155045,8863;213127,4099
4970;R1N;PB2A;;;153;PB2A-1-1;2021/10/11;RoTS/Sweco;PFDA;<;1;ng/l;154047,4;216277,67
4971;R1O2;R1Z005A;3,5;4,5;232;R1Z005A-1-1;2021/10/11;RoTS/Sweco;MePFOSA;<;2;ng/l;155673,75;212797,4
4972;R1N;R1N015A;2;3;222;R1N015A-1-1;2021/10/11;RoTS/Sweco;PFDoDA;<;1;ng/l;153811,86;214569,22
4973;STRO;PFAS-Diep-PB7;18;20;199;PFAS-DIEP-PB7-1-1;2021/10/19;RoTS/Sweco;PFUnDA;<;1;ng/l;150789,3919;214624,6651
4974;OWK;OWK019B;7;8;66;OWK019B-1-1 OWK019B;2021/12/02;RoTS/Sweco;PFPeS;=;2;ng/l;152214,829;214708,469
4975;R1N;R1N009A;2;3;220;R1N009A-1-1;2021/10/11;RoTS/Sweco;som PFAS indicatief;=;0;ng/l;154115,39;215627,03
4976;R1N;PB222B;11,5;12,5;146;PB222B-1-1;2021/10/11;RoTS/Sweco;EtPFOSAA;<;1;ng/l;154172,71;215098,1
4977;STLO;PB38;4;5;161;IAC21-04579.003 - PB38;2021/06/01;TM COTU;PFBA;=;2800;ng/l;149435,91;213984
4978;R1O1;R1Z011B;7;8;236;R1Z011B;2021/11/17;RoTS/WiBo;6:2 FTS;<;25;ng/l;154244,68;213832,79
4979;KZ;KZ003A;3,5;4,5;39;KZ003A-1-1 KZ003A;2022/01/25;RoTS/Sweco;EtPFOSAA;<;1;ng/l;153010,86;214522,41
4980;R1O1;P604;7;8;104;LD_604;2022/04/07;RoTS/WiBo;PFHxS;=;6;ng/l;154839,6525;213278,4133
4981;R1O2;R1Z017A;2,5;3,5;244;R1Z017A-1-1;2021/10/11;RoTS/Sweco;EtPFOSA;<;4;ng/l;155178,18;212863,76
4982;R1O2;PFC3B-PB6;6;8;214;PFC3B-PB6-1-1;2022/07/22;RoTS/Sweco;8:2 FTS;<;1;ng/l;155282,9829;213348,2839
4983;R1O1;P404;4,15;6,15;84;LD_404;2021/09/23;RoTS/WiBo;PFBA;=;300;ng/l;154517,93;213854,71
4984;OWK;OWK019B;7;8;66;OWK019B-1-1 OWK019B;2021/12/02;RoTS/Sweco;PFTeDA;<;1;ng/l;152214,829;214708,469
4985;R1O2;R1Z017A;2,5;3,5;244;R1Z017A-1-1;2021/10/11;RoTS/Sweco;6:2 diPAP;<;10;ng/l;155178,18;212863,76
4986;OWK;PB236A;;;148;PB236A-1-1 PB236A;2021/12/02;RoTS/Sweco;PFOA lineair;=;26;ng/l;151168,171;214556,146
4987;R1O1;PFC3B-PB11004;15;17;205;PFC3B-PB11004-1-1 PFC3B-PB11004;2022/03/10;RoTS/Sweco;6:2 FTS;<;3;ng/l;154930,246;213400,2709
4988;R1N;PB1005;2;3;120;OBO-TS-PB1005;2021/11/30;RoTS/Sweco;8:2 diPAP;<;1;ng/l;153738;214502
4989;R1N;R1N009A;2;3;220;R1N009A-1-1;2021/10/11;RoTS/Sweco;PFDA;<;1;ng/l;154115,39;215627,03
4990;STRO;PFAS-Diep-PB7;18;20;200;PFAS DIEP B7-1-1 PFAS diep B7;2021/12/02;RoTS/Sweco;PFOSA;<;1;ng/l;150789,3919;214624,6651
4991;R1O1;PBC1;;15;180;PBC1;2022/02/04;RoTS/WiBo;4:2 FTS;<;1;ng/l;154571,36;213239,6112
4992;R1N;R1N009B;6;7;221;R1N009B-1-1;2021/10/11;RoTS/Sweco;PFTrDA;<;1;ng/l;154116,06;215627,04
4993;R1O1;P505;4;6;98;LD_505;2021/11/16;RoTS/WiBo;PFHxDA;<;1;ng/l;154640,68;213833,68
4994;R1O2;PFC3B-PB11001;17,5;19,5;202;PFC3B-PB11001-1-1 PFC3B-PB11001;2022/03/10;RoTS/Sweco;PFHxS;=;2;ng/l;155689,4461;212605,078
4995;OWK;OWK008;1,8;2,8;64;OWK008-1-1 OWK008;2021/12/02;RoTS/Sweco;8:2 diPAP;<;1;ng/l;151168,791;214859,352
4996;R1N;R1N015A;2;3;222;R1N015A-1-1;2021/10/11;RoTS/Sweco;som PFOS;=;97;ng/l;153811,86;214569,22
4997;R1O1;P402a;9,1;10,1;78;LD_402a;2021/09/23;RoTS/WiBo;PFODA;<;2;ng/l;154374,47;213884,06
4998;R1O1;P405;4,1;6,1;85;LD_405;2021/08/19;RoTS/WiBo;PFOA vertakt;=;120;ng/l;154991,03;213268,3
4999;KZ;KZ016B;8;9;41;KZ016B-1-1 KZ016B;2022/01/25;RoTS/Sweco;6:2 diPAP;<;10;ng/l;153773,16;214271,91
5000;KZ;PFC3B-PB11007;15,5;17,5;209;PFC3B-PB11007-1-1 PFC3B-PB11007;2022/03/10;RoTS/Sweco;som PFAS kwantitatief;=;692;ng/l;153554,088;214375,2097
5001;STLO;PFAS-Diep-PB3;17;18;191;PBSweco3d-1;2022/09/27;TM COTU;PFPeS;=;69;ng/l;149612,878;213745,3665
5002;STLO;PFAS-Diep-PB3;17;19;189;PFAS-DIEP-PB3-1-1;2021/10/19;RoTS/Sweco;PFHpS;<;1;ng/l;149612,878;213745,3665
5003;R1N;PB2D;;;157;PB2D-1-1;2021/10/11;RoTS/Sweco;6:2 FTS;=;1;ng/l;154047,4;216277,67
5004;R1O2;PFC3B-PB11001;17,5;19,5;202;PFC3B-PB11001-1-1 PFC3B-PB11001;2022/03/10;RoTS/Sweco;PFOS vertakt;=;2;ng/l;155689,4461;212605,078
5005;R1N;PB05C;;;108;PB05C-1-1;2021/10/11;RoTS/Sweco;totaal PFAS;=;51;ng/l;153964,46;215707,51
5006;KZ;KZ003B;8,5;9,5;40;KZ003B-1-1 KZ003B;2022/01/25;RoTS/Sweco;PFUnDA;<;1;ng/l;153010,61;214522,41
5007;R1N;R1N003B;5,5;6,5;219;R1N003B-1-1;2021/10/11;RoTS/Sweco;PFTrDA;<;1;ng/l;154350,75;216494,2
5008;STLO;PFAS-Diep-PB5;21;23;194;PFAS-DIEP-PB5-1-1;2021/10/19;RoTS/Sweco;PFOSA;<;1;ng/l;149800,9086;214023,7081
5009;R1N;PB2A;;;153;PB2A-1-1;2021/10/11;RoTS/Sweco;10:2 FTS;<;4;ng/l;154047,4;216277,67
5010;R1O1;P401;4,1;6,1;75;LD_401;2021/08/19;RoTS/WiBo;PFHxDA;<;1;ng/l;154978,68;213345,1
5011;R1O1;PBB3;;4,5;179;PBB3;2022/02/04;RoTS/WiBo;PFOA lineair;=;8;ng/l;154765,3491;213266,3315
5012;R1N;R1N009B;6;7;221;R1N009B-1-1;2021/10/11;RoTS/Sweco;PFOSA;<;1;ng/l;154116,06;215627,04
5013;R1O1;PB3-SHS;10;15;163;PB3-SHS;31/02/2022;RoTS/WiBo;PFUnDA;<;1;ng/l;154575,1009;213251,9026
5014;STLO;PFAS-Diep-PB3;17;19;189;PFAS-DIEP-PB3-1-1;2021/10/19;RoTS/Sweco;PFUnDA;<;1;ng/l;149612,878;213745,3665
5015;OWK;PB236A;;;148;PB236A-1-1 PB236A;2021/12/02;RoTS/Sweco;EtPFOSAA;<;1;ng/l;151168,171;214556,146
5016;STLO;PFAS-Diep-PB4;18;20;192;PFAS-DIEP-PB4-1-1;2021/10/19;RoTS/Sweco;PFODA;<;2;ng/l;149716,7329;213884,3736
5017;STLO;PFAS-Diep-PB3;17;19;190;PFAS-Diep-PB3-1-2 PFAS-Diep-PB3;2021/12/08;RoTS/Sweco;8:2 FTS;<;1;ng/l;149612,878;213745,3665
5018;R1O1;P401;4,1;6,1;75;LD_401;2021/08/19;RoTS/WiBo;som PFOA;=;350;ng/l;154978,68;213345,1
5019;R1O1;PB4-SHS;10;15;166;PB4-SHS;31/02/2022;RoTS/WiBo;PFODA;<;2;ng/l;154737,56;213281,8292
5020;R1O1;PB2-SHS;10;15;158;PB2-SHS;31/02/2022;RoTS/WiBo;PFBS;<;1;ng/l;154412,3745;213417,5682
5021;R1O1;PB1-SHS;10;15;139;PB1-SHS;31/02/2022;RoTS/WiBo;EtPFOSA;<;4;ng/l;154573,6313;213488,5105
5022;OWK;OWK008;1,8;2,8;64;OWK008-1-1 OWK008;2021/12/02;RoTS/Sweco;PFPeS;=;11;ng/l;151168,791;214859,352
5023;R1O2;PFC3B-PB5;3,3;4,3;213;PFC3B-PB5-1-1 PFC3B-PB5;2022/02/24;RoTS/Sweco;PFHxDA;<;1;ng/l;155281,66;213350,2682
5024;STLO;PFAS-Diep-PB3;17;19;189;PFAS-DIEP-PB3-1-1;2021/10/19;RoTS/Sweco;PFPeS;<;1;ng/l;149612,878;213745,3665
5025;R1O2;PFC3B-PB5;3,3;4,3;213;PFC3B-PB5-1-1 PFC3B-PB5;2022/02/24;RoTS/Sweco;6:2 FTS;<;1;ng/l;155281,66;213350,2682
5026;OWK;PB1;4,2;6,2;111;P1-2852;2021/09/27;aMT;PFBS;=;57;ng/l;152428,3681;214534,5674
5027;R1O1;PBC2;;15,3;181;PBC2;2022/02/04;RoTS/WiBo;som PFOS;=;360;ng/l;154572,4288;213467,2679
5028;OWK;PB1;4;6,2;114;2022/03/02-PB1-01;2022/03/02;aMT;PFTrDS;<;1;ng/l;152428,3681;214534,5674
5029;R1O1;PBB1;;3,4;177;PBB1;2022/02/04;RoTS/WiBo;4:2 FTS;<;1;ng/l;154549,9838;213344,3547
5030;R1N;PB2B;;;154;PB2B-1-1;2021/10/11;RoTS/Sweco;totaal PFAS;=;274;ng/l;154047,4;216277,67
5031;R1N;PB05B;;;107;PB5B-1-1;2021/10/11;RoTS/Sweco;PFOA lineair;=;3;ng/l;153964,28;215706,86
5032;OWK;PB1;4,2;6,2;111;P1-2852;2021/09/27;aMT;PFDS;<;1;ng/l;152428,3681;214534,5674
5033;R1O1;P602;4;6;103;LD_602;2022/04/07;RoTS/WiBo;PFHpS;=;15;ng/l;154646,94;213410,91
5034;KZ;StadAnt_280;3,4;4,4;248;StadAnt_280-1-1 StadAnt_280;2022/01/25;RoTS/Sweco;PFHxS;=;4;ng/l;152803,81;214595,2
5035;R1O2;PFC3B-PB11003;15;17;204;PFC3B-PB11003-1-1 PFC3B-PB11003;2022/03/22;RoTS/Sweco;PFDoDA;<;1;ng/l;155264,7005;213281,1068
5036;R1O2;PFC3B-PB8;6;8;216;PFC3B-PB8-1-1;2022/07/22;RoTS/Sweco;PFHxDA;<;2;ng/l;155177,9764;213420,7135
5037;STLO;PFAS-Diep-PB1;10;12;184;PFAS-DIEP-PB1-1-1;2021/10/19;RoTS/Sweco;PFTrDA;<;1;ng/l;149428,728;213484,8401
5038;STRO;PFAS-Diep-PB6;18,5;20,5;197;PFAS-DIEP-PB6-1-1;2021/10/19;RoTS/Sweco;PFHpS;<;1;ng/l;150524,9401;214597,2915
5039;R1N;PB1004;2;3;119;OBO-TS-PB1004;2021/11/30;RoTS/Sweco;PFHxDA;<;1;ng/l;153865;214461
5040;R1N;R1N003A;2,5;3,5;218;R1N003A-1-1;2021/10/11;RoTS/Sweco;PFHpS;<;1;ng/l;154351,21;216493,89
5041;R1O1;P408;4,1;6,1;92;LD_408;2021/09/23;RoTS/WiBo;som PFOS;=;67;ng/l;154847,13;213315,62
5042;STLO;PFAS-Diep-PB2;14;15;188;PBSweco2d-1;2022/09/27;TM COTU;MePFOSA;<;2;ng/l;149518,0528;213609,5801
5043;R1O1;P501;4;6;94;LD_501;2021/11/16;RoTS/WiBo;PFHpA;=;6;ng/l;154937,74;213189,88
5044;R1O2;PFC3B-PB7;2,5;4,5;215;PFC3B-PB7-1-1;2022/07/22;RoTS/Sweco;ADONA;<;1;ng/l;155178,1418;213420,0521
5045;OWK;PB1;4,2;6,2;112;PB1-2732;2021/09/07;aMT;HPFO-DA;<;1;ng/l;152428,3681;214534,5674
5046;R1O2;PFC3B-PB12001;3;5;210;PFC3B-PB12001-1-1 PFC3B-PB12001;2022/03/10;RoTS/Sweco;PFPeS;<;1;ng/l;155690,2526;212602,5175
5047;R1O1;P505;4;6;98;LD_505;2021/11/16;RoTS/WiBo;6:2 FTS;<;25;ng/l;154640,68;213833,68
5048;R1N;PB05C;;;108;PB05C-1-1;2021/10/11;RoTS/Sweco;EtPFOSAA;<;1;ng/l;153964,46;215707,51
5049;R1O1;P406;4,1;6,1;88;LD_406;2021/09/23;RoTS/WiBo;PFTrDA;<;1;ng/l;154457,34;213702
5050;R1O1;R1Z015B;7;8;241;R1Z015B;2021/11/17;RoTS/WiBo;som PFAS indicatief;=;0;ng/l;154791,54;213349,44
5051;R1O1;P501;4;6;94;LD_501;2021/11/16;RoTS/WiBo;PFODA;<;2;ng/l;154937,74;213189,88
5052;R1O2;PFC3B-PB7;2,5;4,5;215;PFC3B-PB7-1-1;2022/07/22;RoTS/Sweco;PFPeS;=;3;ng/l;155178,1418;213420,0521
5053;R1O1;PBB1;;3,4;177;PBB1;2022/02/04;RoTS/WiBo;6:2/8:2 diPAP;<;10;ng/l;154549,9838;213344,3547
5054;R1N;R1N003A;2,5;3,5;218;R1N003A-1-1;2021/10/11;RoTS/Sweco;PFODA;<;2;ng/l;154351,21;216493,89
5055;R1O1;PFC3B-PB11006;16;18;208;PFC3B-PB11006-1-1 PFC3B-PB11006;2022/03/10;RoTS/Sweco;EtPFOSA;<;2;ng/l;153997,3251;214244,5564
5056;R1O1;P402a;9,1;10,1;78;LD_402a;2021/09/23;RoTS/WiBo;PFPeA;=;12;ng/l;154374,47;213884,06
5057;OWK;OWK003B;7,5;8,5;59;OWK0103B-1-1 OWK003B;2021/12/02;RoTS/Sweco;PFOA vertakt;=;10;ng/l;151895,13;214754,05
5058;R1N;PB222A;3,5;4,5;145;PB222A-1-1;2021/10/11;RoTS/Sweco;PFECHS;<;1;ng/l;154172,71;215098,1
5059;KZ;KZ003B;8,5;9,5;40;KZ003B-1-1 KZ003B;2022/01/25;RoTS/Sweco;PFECHS;<;1;ng/l;153010,61;214522,41
5060;R1O1;P508;9;10;101;LD_508;2021/11/16;RoTS/WiBo;totaal PFAS;=;487;ng/l;154820,77;213631,44
5061;R1O1;PFC3B-PB11004;15;17;206;PFC3B-PB11004-1;2022/07/22;RoTS/Sweco;EtPFOSA;<;4;ng/l;154930,246;213400,2709
5062;R1O1;PFC3B-PB11004;15;17;205;PFC3B-PB11004-1-1 PFC3B-PB11004;2022/03/10;RoTS/Sweco;PFBSA;<;2;ng/l;154930,246;213400,2709
5063;R1O1;PB5-SHS;10;15;168;PB5-SHS;31/02/2022;RoTS/WiBo;totaal PFAS;=;1221;ng/l;154386,1886;213587,2418
5064;R1O2;R1Z006A;4,2;5,2;234;R1Z006A-1-1 R1Z006A;2022/01/20;RoTS/Sweco;som PFAS indicatief;=;0;ng/l;155822,1;212723,4
5065;R1O1;PFC3B-PB11006;16;18;208;PFC3B-PB11006-1-1 PFC3B-PB11006;2022/03/10;RoTS/Sweco;PFBSA;=;8;ng/l;153997,3251;214244,5564
5066;STLO;PFAS-Diep-PB2;14;16;186;PFAS-DIEP-PB2-1-1;2021/10/19;RoTS/Sweco;6:2 FTS;<;1;ng/l;149518,0528;213609,5801
5067;STLO;PFAS-Diep-PB2;14;16;187;PFAS-Diep-PB2-1-2 PFAS-Diep-PB2;2021/12/08;RoTS/Sweco;totaal PFAS;=;0;ng/l;149518,0528;213609,5801
5068;R1O1;P604;7;8;104;LD_604;2022/04/07;RoTS/WiBo;EtPFOSAA;<;1;ng/l;154839,6525;213278,4133
5069;R1O1;PBC4;;15,3;183;PBC4;2022/02/04;RoTS/WiBo;EtPFOSA;<;4;ng/l;154418,5201;213413,2929
5070;R1O1;PBB1;;3,4;177;PBB1;2022/02/04;RoTS/WiBo;PFNS;<;1;ng/l;154549,9838;213344,3547
5071;R1O1;PBB2;;3,1;178;PBB2;2022/02/04;RoTS/WiBo;PFDoDA;<;1;ng/l;154644,5735;213347,5611
5072;R1N;R1N009B;6;7;221;R1N009B-1-1;2021/10/11;RoTS/Sweco;PFNA;=;1;ng/l;154116,06;215627,04
5073;R1O1;P602;4;6;103;LD_602;2022/04/07;RoTS/WiBo;PFHxDA;<;1;ng/l;154646,94;213410,91
5074;R1N;PB1003;2;3;118;OBO-TS-PB1003;2021/11/30;RoTS/Sweco;10:2 FTS;<;4;ng/l;153841;214519
5075;R1O1;P404;4,15;6,15;83;LD_404;2021/08/19;RoTS/WiBo;PFPeA;=;82;ng/l;154517,93;213854,71
5076;R1O1;PBB2;;3,1;178;PBB2;2022/02/04;RoTS/WiBo;HPFO-DA;<;1;ng/l;154644,5735;213347,5611
5077;R1O1;PBB2;;3,1;178;PBB2;2022/02/04;RoTS/WiBo;PFDoDS;<;1;ng/l;154644,5735;213347,5611
5078;R1O1;P500;4;6;93;LD_500;2021/11/16;RoTS/WiBo;4:2 FTS;<;10;ng/l;155074,67;213271,18
5079;STLO;PB3;5,15;6,15;159;IAC21-04579.002 - PB3;2021/06/01;TM COTU;8:2 FTS;<;10;ng/l;149443,1;213936,41
5080;STLO;P1101;14;15;74;P1101;2016/10/13;RoTS/WiBo;PFDoDA;<;0,5;ng/l;149297;213431
5081;STLO;PFAS-Diep-PB2;14;16;187;PFAS-Diep-PB2-1-2 PFAS-Diep-PB2;2021/12/08;RoTS/Sweco;PFNA;<;1;ng/l;149518,0528;213609,5801
5082;R1O1;P506;4;6;99;LD_506;2021/11/17;RoTS/WiBo;8:2 FTS;<;2;ng/l;155025,17;213410,71
5083;R1O2;PFC3B-PB8;6;8;216;PFC3B-PB8-1-1;2022/07/22;RoTS/Sweco;MePFBSA;<;10;ng/l;155177,9764;213420,7135
5084;STLO;PFAS-Diep-PB3;17;19;190;PFAS-Diep-PB3-1-2 PFAS-Diep-PB3;2021/12/08;RoTS/Sweco;PFTrDA;<;1;ng/l;149612,878;213745,3665
5085;R1O1;PFC3B-PB11006;16;18;208;PFC3B-PB11006-1-1 PFC3B-PB11006;2022/03/10;RoTS/Sweco;som PFOS;=;450;ng/l;153997,3251;214244,5564
5086;R1O1;P605;7;8;105;LD_605;2022/04/07;RoTS/WiBo;PFDS;<;1;ng/l;154867,85;213294,05
5087;STLO;PFAS-Diep-PB2;14;15;188;PBSweco2d-1;2022/09/27;TM COTU;EtPFOSA;<;4;ng/l;149518,0528;213609,5801
5088;STLO;P1001;2,5;3,5;71;P1001;2016/10/12;RoTS/WiBo;som PFAS indicatief;=;0;ng/l;149203;213247
5089;STLO;PFAS-Diep-PB5;21;23;194;PFAS-DIEP-PB5-1-1;2021/10/19;RoTS/Sweco;PFDoDA;<;1;ng/l;149800,9086;214023,7081
5090;R1O1;P403;4,1;6,1;82;LD_403;2021/09/23;RoTS/WiBo;PFDoDA;<;1;ng/l;154770,21;213612,57
5091;OWK;PB1;4,2;6,2;111;P1-2852;2021/09/27;aMT;PFECHS;<;1;ng/l;152428,3681;214534,5674
5092;STLO;P1101;14;15;74;P1101;2016/10/13;RoTS/WiBo;PFHpA;<;0,5;ng/l;149297;213431
5093;R1O2;R1Z002B;7;8;231;R1Z002B-1-1;2021/10/11;RoTS/Sweco;MePFOSAA;<;1;ng/l;155311,25;213246,08
5094;R1O1;P404;4,15;6,15;83;LD_404;2021/08/19;RoTS/WiBo;PFDA;<;1;ng/l;154517,93;213854,71
5095;R1O1;P404;4,15;6,15;84;LD_404;2021/09/23;RoTS/WiBo;PFDA;<;1;ng/l;154517,93;213854,71
5096;R1O1;PB2-SHS;10;15;158;PB2-SHS;31/02/2022;RoTS/WiBo;8:2 diPAP;<;1;ng/l;154412,3745;213417,5682
5097;STLO;PFAS-Diep-PB4;18;20;193;PFAS-Diep-PB4-1-2 PFAS-Diep-PB4;2021/12/08;RoTS/Sweco;som PFOS;=;1;ng/l;149716,7329;213884,3736
5098;STLO;PFAS-Diep-PB4;18;20;193;PFAS-Diep-PB4-1-2 PFAS-Diep-PB4;2021/12/08;RoTS/Sweco;som PFAS kwantitatief;=;46;ng/l;149716,7329;213884,3736
5099;R1O1;P602;4;6;103;LD_602;2022/04/07;RoTS/WiBo;PFDoDA;<;1;ng/l;154646,94;213410,91
5100;R1N;PB2D;;;157;PB2D-1-1;2021/10/11;RoTS/Sweco;HPFO-DA;<;1;ng/l;154047,4;216277,67
5101;R1O2;R1Z002B;7;8;231;R1Z002B-1-1;2021/10/11;RoTS/Sweco;8:2 diPAP;<;1;ng/l;155311,25;213246,08
5102;R1N;R1N009A;2;3;220;R1N009A-1-1;2021/10/11;RoTS/Sweco;PFHxA;=;11;ng/l;154115,39;215627,03
5103;R1N;PB2C;;;156;PB2C-1-1;2021/10/11;RoTS/Sweco;som PFOA;=;4;ng/l;154047,4;216277,67
5104;KZ;KZ003B;8,5;9,5;40;KZ003B-1-1 KZ003B;2022/01/25;RoTS/Sweco;PFHxDA;<;1;ng/l;153010,61;214522,41
5105;R1N;PB1003;2;3;118;OBO-TS-PB1003;2021/11/30;RoTS/Sweco;som PFAS kwantitatief;=;343;ng/l;153841;214519
5106;R1O1;P407;4,1;6,1;89;LD_407;2021/08/19;RoTS/WiBo;MePFOSA;<;2;ng/l;154622,85;213522,79
5107;R1O2;PFC3B-PB8;6;8;216;PFC3B-PB8-1-1;2022/07/22;RoTS/Sweco;som PFOA;=;11;ng/l;155177,9764;213420,7135
5108;R1O1;P402a;9,1;10,1;78;LD_402a;2021/09/23;RoTS/WiBo;som PFAS kwantitatief;=;151;ng/l;154374,47;213884,06
5109;R1O1;PB1-SHS;10;15;139;PB1-SHS;31/02/2022;RoTS/WiBo;PFNS;<;1;ng/l;154573,6313;213488,5105
5110;R1O2;R1Z017A;2,5;3,5;244;R1Z017A-1-1;2021/10/11;RoTS/Sweco;PFDoDA;<;1;ng/l;155178,18;212863,76
5111;STLO;PFAS-Diep-PB5;21;23;195;PFAS-Diep-PB5-1-2 PFAS-Diep-PB5;2021/12/08;RoTS/Sweco;som PFOA;=;1;ng/l;149800,9086;214023,7081
5112;R1O2;PFC3B-PB11001;17,5;19,5;202;PFC3B-PB11001-1-1 PFC3B-PB11001;2022/03/10;RoTS/Sweco;som PFAS indicatief;=;0;ng/l;155689,4461;212605,078
5113;R1O1;PFC3B-PB11004;15;17;205;PFC3B-PB11004-1-1 PFC3B-PB11004;2022/03/10;RoTS/Sweco;PFDA;=;1;ng/l;154930,246;213400,2709
5114;R1N;PB05D;;;109;PB05D-1-1;2021/10/11;RoTS/Sweco;som PFAS kwantitatief;=;229;ng/l;153964,34;215706,87
