;projectdeel;peilbuis;filter_van_m;filter_tot_m;nummer;analysemonster;datum_bemonstering;gegevens;parameter;detectieconditie;waarde;eenheid;x_ml72;y_ml72
181;R1O1;PFC3B-PB11004;15;17;206;PFC3B-PB11004-1;2022/07/22;RoTS/Sweco;PFHxSA;<;10;ng/l;154930,246;213400,2709
182;OWK;PB1;4,2;6,2;111;P1-2852;2021/09/27;aMT;PFODA;<;1;ng/l;152428,3681;214534,5674
183;R1O1;P505;4;6;98;LD_505;2021/11/16;RoTS/WiBo;PFUnDA;<;1;ng/l;154640,68;213833,68
184;R1O1;P402a;9,1;10,1;77;LD_402a;2021/08/19;RoTS/WiBo;PFUnDA;<;1;ng/l;154374,47;213884,06
185;R1O1;P507;4;6;100;LD_507;2021/11/17;RoTS/WiBo;PFUnDA;<;1;ng/l;154996,8;213272,77
186;R1N;PB1006;2,1;3,1;121;OBO-TS-PB1006;2021/11/30;RoTS/Sweco;som PFAS indicatief;=;0;ng/l;153721;214562
187;R1O1;PBB1;;3,4;177;PBB1;2022/02/04;RoTS/WiBo;PFECHS;<;1;ng/l;154549,9838;213344,3547
188;OWK;PB3;4;6;160;PB3-2734;2021/09/07;aMT;4:2 FTS;<;1;ng/l;152173,9682;214551,9792
189;R1O1;P401;4,1;6,1;75;LD_401;2021/08/19;RoTS/WiBo;10:2 FTS;<;4;ng/l;154978,68;213345,1
190;R1O2;R1Z006A;4,2;5,2;234;R1Z006A-1-1 R1Z006A;2022/01/20;RoTS/Sweco;EtPFOSA;<;4;ng/l;155822,1;212723,4
191;KZ;PFC3B-PB11007;15,5;17,5;209;PFC3B-PB11007-1-1 PFC3B-PB11007;2022/03/10;RoTS/Sweco;PFHxA;=;47;ng/l;153554,088;214375,2097
192;STLO;P1101;14;15;74;P1101;2016/10/13;RoTS/WiBo;PFOSA;<;0,5;ng/l;149297;213431
193;R1O1;PB6-SHS;10;15;171;PB6-SHS;31/02/2022;RoTS/WiBo;PFOSA;<;1;ng/l;154254,1905;213849,3676
194;R1O1;PFC3B-PB11005;15;17;207;PFC3B-PB11005-1-1 PFC3B-PB11005;2022/03/10;RoTS/Sweco;PFHxA;=;17;ng/l;154396,3168;213901,6564
195;STLO;PFAS-Diep-PB4;18;20;192;PFAS-DIEP-PB4-1-1;2021/10/19;RoTS/Sweco;PFPeA;<;1;ng/l;149716,7329;213884,3736
196;R1O2;R1Z002A;3,5;4,5;230;R1Z002A-1-1;2021/10/11;RoTS/Sweco;6:2 FTS;<;1;ng/l;155310,88;213246,48
197;R1O2;R1Z002B;7;8;231;R1Z002B-1-1;2021/10/11;RoTS/Sweco;PFOA vertakt;=;1;ng/l;155311,25;213246,08
198;R1O1;P504;4;6;97;LD_504;2021/11/16;RoTS/WiBo;som PFAS indicatief;=;0;ng/l;154323,59;213914,36
199;R1O1;P500;4;6;93;LD_500;2021/11/16;RoTS/WiBo;PFBS;=;55;ng/l;155074,67;213271,18
200;R1O1;P402a;9,1;10,1;78;LD_402a;2021/09/23;RoTS/WiBo;som PFOA;=;49;ng/l;154374,47;213884,06
201;R1N;PB222A;3,5;4,5;145;PB222A-1-1;2021/10/11;RoTS/Sweco;PFODA;<;2;ng/l;154172,71;215098,1
202;STLO;PFAS-Diep-PB2;14;16;186;PFAS-DIEP-PB2-1-1;2021/10/19;RoTS/Sweco;PFDoDA;<;1;ng/l;149518,0528;213609,5801
203;R1O1;P408;4,1;6,1;92;LD_408;2021/09/23;RoTS/WiBo;som PFAS kwantitatief;=;1112;ng/l;154847,13;213315,62
204;R1O2;R1Z007B;3,2;4,2;235;R1Z007B-1-1 R1Z007B;2022/01/20;RoTS/Sweco;PFBS;=;49;ng/l;155920,68;212552,55
205;R1O2;PFC3B-PB1;4;5;201;PFC3B-PB1-1-1 PFC3B-PB1;2022/02/24;RoTS/Sweco;PFODA;<;2;ng/l;155045,8863;213127,4099
206;KZ;KZ003A;3,5;4,5;39;KZ003A-1-1 KZ003A;2022/01/25;RoTS/Sweco;PFHxDA;<;1;ng/l;153010,86;214522,41
207;KZ;KZ003A;3,5;4,5;39;KZ003A-1-1 KZ003A;2022/01/25;RoTS/Sweco;totaal PFAS;=;302;ng/l;153010,86;214522,41
208;STLO;PB202;3;4;142;IAC21-04579.006 - PB202;2021/06/01;TM COTU;PFHxDA;<;10;ng/l;149211,728;213216,8
209;R1N;PB222B;11,5;12,5;146;PB222B-1-1;2021/10/11;RoTS/Sweco;8:2 diPAP;<;1;ng/l;154172,71;215098,1
210;OWK;OWK019B;7;8;66;OWK019B-1-1 OWK019B;2021/12/02;RoTS/Sweco;PFODA;<;2;ng/l;152214,829;214708,469
211;R1N;R1N003A;2,5;3,5;218;R1N003A-1-1;2021/10/11;RoTS/Sweco;6:2/8:2 diPAP;<;10;ng/l;154351,21;216493,89
212;KZ;KZ003B;8,5;9,5;40;KZ003B-1-1 KZ003B;2022/01/25;RoTS/Sweco;MePFOSAA;<;1;ng/l;153010,61;214522,41
213;R1O1;R1Z011B;7;8;236;R1Z011B;2021/11/17;RoTS/WiBo;PFHpS;<;1;ng/l;154244,68;213832,79
214;R1O1;P401;4,1;6,1;76;LD_401;2021/09/23;RoTS/WiBo;som PFAS kwantitatief;=;389;ng/l;154978,68;213345,1
215;R1O1;P401;4,1;6,1;75;LD_401;2021/08/19;RoTS/WiBo;PFHpS;=;2;ng/l;154978,68;213345,1
216;OWK;PB3;4;6;160;PB3-2734;2021/09/07;aMT;HPFO-DA;<;1;ng/l;152173,9682;214551,9792
217;OWK;PB1;4,2;6,2;112;PB1-2732;2021/09/07;aMT;PFNS;<;1;ng/l;152428,3681;214534,5674
218;R1N;PB05A;;;106;PB05A-1-1;2021/10/11;RoTS/Sweco;10:2 FTS;<;4;ng/l;153964,42;215707,57
219;R1O1;P506;4;6;99;LD_506;2021/11/17;RoTS/WiBo;PFHpS;=;1;ng/l;155025,17;213410,71
220;R1O1;PBC2;;15,3;181;PBC2;2022/02/04;RoTS/WiBo;PFTrDA;<;1;ng/l;154572,4288;213467,2679
221;KZ;KZ003B;8,5;9,5;40;KZ003B-1-1 KZ003B;2022/01/25;RoTS/Sweco;PFHpA;=;44;ng/l;153010,61;214522,41
222;R1O1;PBA1;;7,1;176;PBA1;2022/02/04;RoTS/WiBo;PFOS vertakt;=;7;ng/l;154416,9169;213361,4556
223;STLO;PB38;4;5;161;IAC21-04579.003 - PB38;2021/06/01;TM COTU;PFDS;<;10;ng/l;149435,91;213984
224;R1O1;P403;4,1;6,1;81;LD_403;2021/08/19;RoTS/WiBo;totaal PFAS;=;223;ng/l;154770,21;213612,57
225;R1O1;P602;4;6;103;LD_602;2022/04/07;RoTS/WiBo;PFDoDS;<;1;ng/l;154646,94;213410,91
226;R1N;PB1003;2;3;118;OBO-TS-PB1003;2021/11/30;RoTS/Sweco;HPFO-DA;<;1;ng/l;153841;214519
227;R1O1;P504;4;6;97;LD_504;2021/11/16;RoTS/WiBo;PFBA;=;410;ng/l;154323,59;213914,36
228;R1O1;P601;4;6;102;LD_601;2022/04/07;RoTS/WiBo;PFHxS;=;8;ng/l;154684,5;213367,97
229;R1O1;P508;9;10;101;LD_508;2021/11/16;RoTS/WiBo;EtPFOSA;<;4;ng/l;154820,77;213631,44
230;R1N;R1N009A;2;3;220;R1N009A-1-1;2021/10/11;RoTS/Sweco;4:2 FTS;<;1;ng/l;154115,39;215627,03
231;STLO;P1002;4,2;5,2;72;P1002;2016/10/13;RoTS/WiBo;PFPeA;=;10;ng/l;149297;213430
232;R1O1;P403;4,1;6,1;81;LD_403;2021/08/19;RoTS/WiBo;PFPeS;<;1;ng/l;154770,21;213612,57
233;R1O2;PFC3B-PB11001;17,5;19,5;202;PFC3B-PB11001-1-1 PFC3B-PB11001;2022/03/10;RoTS/Sweco;som PFOA;=;40;ng/l;155689,4461;212605,078
234;OWK;PB1;4;6,2;113;PB1-PFAS;2021/12/20;aMT;PFNA;<;1;ng/l;152428,3681;214534,5674
235;R1O1;R1Z015B;7;8;241;R1Z015B;2021/11/17;RoTS/WiBo;PFHpS;=;4;ng/l;154791,54;213349,44
236;R1O1;PB4-SHS;10;15;166;PB4-SHS;31/02/2022;RoTS/WiBo;som PFOS;=;230;ng/l;154737,56;213281,8292
237;R1O2;R1Z006A;4,2;5,2;234;R1Z006A-1-1 R1Z006A;2022/01/20;RoTS/Sweco;PFNS;<;1;ng/l;155822,1;212723,4
238;R1O2;PFC3B-PB11003;15;17;204;PFC3B-PB11003-1-1 PFC3B-PB11003;2022/03/22;RoTS/Sweco;PFTrDA;<;1;ng/l;155264,7005;213281,1068
239;STLO;PFAS-Diep-PB2;14;15;188;PBSweco2d-1;2022/09/27;TM COTU;PFOA vertakt;=;1;ng/l;149518,0528;213609,5801
240;OWK;PB1;4,2;6,2;111;P1-2852;2021/09/27;aMT;PFHxS;=;9;ng/l;152428,3681;214534,5674
241;OWK;PB1;4;6,2;114;2022/03/02-PB1-01;2022/03/02;aMT;PFBSA;<;2;ng/l;152428,3681;214534,5674
242;R1N;PB222B;11,5;12,5;146;PB222B-1-1;2021/10/11;RoTS/Sweco;PFOA vertakt;=;1;ng/l;154172,71;215098,1
243;R1N;PB1006;2,1;3,1;121;OBO-TS-PB1006;2021/11/30;RoTS/Sweco;som PFOS;=;19;ng/l;153721;214562
244;STRO;PFAS-Diep-PB7;18;20;199;PFAS-DIEP-PB7-1-1;2021/10/19;RoTS/Sweco;4:2 FTS;<;1;ng/l;150789,3919;214624,6651
245;STLO;PFAS-Diep-PB2;14;15;188;PBSweco2d-1;2022/09/27;TM COTU;PFECHS;<;1;ng/l;149518,0528;213609,5801
246;STLO;PFAS-Diep-PB5;21;23;195;PFAS-Diep-PB5-1-2 PFAS-Diep-PB5;2021/12/08;RoTS/Sweco;6:2/8:2 diPAP;<;10;ng/l;149800,9086;214023,7081
247;R1O1;PBB3;;4,5;179;PBB3;2022/02/04;RoTS/WiBo;PFECHS;<;1;ng/l;154765,3491;213266,3315
248;OWK;PB1;4;6,2;114;2022/03/02-PB1-01;2022/03/02;aMT;MePFOSA;<;4;ng/l;152428,3681;214534,5674
249;R1O2;R1Z007B;3,2;4,2;235;R1Z007B-1-1 R1Z007B;2022/01/20;RoTS/Sweco;6:2/8:2 diPAP;<;10;ng/l;155920,68;212552,55
250;R1O1;P504;4;6;97;LD_504;2021/11/16;RoTS/WiBo;MePFOSA;<;2;ng/l;154323,59;213914,36
251;R1N;PB1003;2;3;118;OBO-TS-PB1003;2021/11/30;RoTS/Sweco;MePFOSA;<;2;ng/l;153841;214519
252;R1O2;R1Z005B;7,5;8,5;233;R1Z005B-1-1;2021/10/11;RoTS/Sweco;PFHxS;=;2;ng/l;155674,09;212796,6
253;R1O1;P506;4;6;99;LD_506;2021/11/17;RoTS/WiBo;som PFOA;=;75;ng/l;155025,17;213410,71
254;STLO;PFAS-Diep-PB1;10;12;185;PFAS-Diep-PB1-1-2 PFAS-Diep-PB1;2021/12/08;RoTS/Sweco;PFOA vertakt;=;1;ng/l;149428,728;213484,8401
255;R1O2;PFC3B-PB6;6;8;214;PFC3B-PB6-1-1;2022/07/22;RoTS/Sweco;MePFBSA;<;10;ng/l;155282,9829;213348,2839
256;R1O2;PFC3B-PB3;6;8;211;PFC3B-PB3-1-1 PFC3B-PB3;2022/03/22;RoTS/Sweco;som PFAS indicatief;=;0;ng/l;155262,7123;213280,736
257;R1N;R1N003B;5,5;6,5;219;R1N003B-1-1;2021/10/11;RoTS/Sweco;PFBA;=;150;ng/l;154350,75;216494,2
258;STLO;PB38;4;5;161;IAC21-04579.003 - PB38;2021/06/01;TM COTU;PFHxA;=;380;ng/l;149435,91;213984
259;R1O1;P601;4;6;102;LD_601;2022/04/07;RoTS/WiBo;PFTeDA;<;1;ng/l;154684,5;213367,97
260;STLO;PB3;5,15;6,15;159;IAC21-04579.002 - PB3;2021/06/01;TM COTU;4:2 FTS;=;16;ng/l;149443,1;213936,41
261;STRO;PFAS-Diep-PB6;18,5;20,5;197;PFAS-DIEP-PB6-1-1;2021/10/19;RoTS/Sweco;PFOS lineair;=;1;ng/l;150524,9401;214597,2915
262;OWK;OWK003B;7,5;8,5;59;OWK0103B-1-1 OWK003B;2021/12/02;RoTS/Sweco;PFTeDA;<;1;ng/l;151895,13;214754,05
263;R1N;PB2A;;;153;PB2A-1-1;2021/10/11;RoTS/Sweco;PFBA;=;19;ng/l;154047,4;216277,67
264;KZ;GEO-11/063-PB151;;;37;GEO-11/063-PB151-1-1 GEO-11/063-PB151;2022/01/25;RoTS/Sweco;PFHpA;=;1;ng/l;153284,87;214515,06
265;R1O1;R1Z012A;2,5;3,5;237;R1Z012A-1-1 R1Z012A;2022/01/25;RoTS/Sweco;som PFOS;=;1;ng/l;154121,47;213989,44
266;R1N;R1N015A;2;3;222;R1N015A-1-1;2021/10/11;RoTS/Sweco;HPFO-DA;<;1;ng/l;153811,86;214569,22
267;R1O1;P504;4;6;97;LD_504;2021/11/16;RoTS/WiBo;PFODA;<;2;ng/l;154323,59;213914,36
268;STRO;PFAS-Diep-PB7;18;20;200;PFAS DIEP B7-1-1 PFAS diep B7;2021/12/02;RoTS/Sweco;PFHpA;<;1;ng/l;150789,3919;214624,6651
269;R1O1;PB5-SHS;10;15;168;PB5-SHS;31/02/2022;RoTS/WiBo;som PFAS indicatief;=;0;ng/l;154386,1886;213587,2418
270;R1N;PB2C;;;156;PB2C-1-1;2021/10/11;RoTS/Sweco;PFBA;=;21;ng/l;154047,4;216277,67
271;STLO;PFAS-Diep-PB4;18;20;193;PFAS-Diep-PB4-1-2 PFAS-Diep-PB4;2021/12/08;RoTS/Sweco;PFTrDA;<;1;ng/l;149716,7329;213884,3736
272;R1O2;R1Z002B;7;8;231;R1Z002B-1-1;2021/10/11;RoTS/Sweco;MePFOSA;<;2;ng/l;155311,25;213246,08
273;KZ;StadAnt_280;3,4;4,4;248;StadAnt_280-1-1 StadAnt_280;2022/01/25;RoTS/Sweco;PFECHS;<;1;ng/l;152803,81;214595,2
274;R1O1;PFC3B-PB11005;15;17;207;PFC3B-PB11005-1-1 PFC3B-PB11005;2022/03/10;RoTS/Sweco;PFDA;<;1;ng/l;154396,3168;213901,6564
275;STLO;PB1;3,55;4,55;110;IAC21-04579.001 - PB1;2021/06/01;TM COTU;som PFOA;=;30;ng/l;149464,75;214041,93
276;R1O1;P604;7;8;104;LD_604;2022/04/07;RoTS/WiBo;PFDA;<;1;ng/l;154839,6525;213278,4133
277;R1N;R1N009B;6;7;221;R1N009B-1-1;2021/10/11;RoTS/Sweco;som PFAS indicatief;=;0;ng/l;154116,06;215627,04
278;KZ;StadAnt_280;3,4;4,4;248;StadAnt_280-1-1 StadAnt_280;2022/01/25;RoTS/Sweco;PFPeA;=;12;ng/l;152803,81;214595,2
279;R1O1;PBC1;;15;180;PBC1;2022/02/04;RoTS/WiBo;PFDS;<;1;ng/l;154571,36;213239,6112
280;R1O1;P402a;9,1;10,1;77;LD_402a;2021/08/19;RoTS/WiBo;6:2 FTS;<;25;ng/l;154374,47;213884,06
281;R1O2;PFC3B-PB12001;3;5;210;PFC3B-PB12001-1-1 PFC3B-PB12001;2022/03/10;RoTS/Sweco;som PFOS;=;3;ng/l;155690,2526;212602,5175
282;OWK;PB1;4;6,2;114;2022/03/02-PB1-01;2022/03/02;aMT;8:2 diPAP;<;1;ng/l;152428,3681;214534,5674
283;R1O1;P402a;9,1;10,1;77;LD_402a;2021/08/19;RoTS/WiBo;PFDoDA;<;1;ng/l;154374,47;213884,06
284;R1N;R1N003A;2,5;3,5;218;R1N003A-1-1;2021/10/11;RoTS/Sweco;PFPeA;=;19;ng/l;154351,21;216493,89
285;OWK;PB3;4;6;160;PB3-2734;2021/09/07;aMT;EtPFOSA;<;2;ng/l;152173,9682;214551,9792
286;R1O1;PB2-SHS;10;15;158;PB2-SHS;31/02/2022;RoTS/WiBo;PFTeDA;<;1;ng/l;154412,3745;213417,5682
287;STLO;PFAS-Diep-PB2;14;16;187;PFAS-Diep-PB2-1-2 PFAS-Diep-PB2;2021/12/08;RoTS/Sweco;PFBA;<;5;ng/l;149518,0528;213609,5801
288;R1N;PB222B;11,5;12,5;146;PB222B-1-1;2021/10/11;RoTS/Sweco;6:2/8:2 diPAP;<;10;ng/l;154172,71;215098,1
289;STLO;PFAS-Diep-PB3;17;19;190;PFAS-Diep-PB3-1-2 PFAS-Diep-PB3;2021/12/08;RoTS/Sweco;PFHpS;<;1;ng/l;149612,878;213745,3665
290;STLO;PFAS-Diep-PB3;17;19;189;PFAS-DIEP-PB3-1-1;2021/10/19;RoTS/Sweco;PFHxA;<;1;ng/l;149612,878;213745,3665
291;R1O1;P402a;9,1;10,1;77;LD_402a;2021/08/19;RoTS/WiBo;PFOS lineair;=;13;ng/l;154374,47;213884,06
292;R1N;R1N015B;7;8;223;R1N015B-1-1;2021/10/11;RoTS/Sweco;PFTeDA;<;1;ng/l;153811,85;214568,69
293;STLO;PFAS-Diep-PB1;10;12;184;PFAS-DIEP-PB1-1-1;2021/10/19;RoTS/Sweco;PFHxS;<;1;ng/l;149428,728;213484,8401
294;R1O1;P408;4,1;6,1;92;LD_408;2021/09/23;RoTS/WiBo;PFTeDA;<;1;ng/l;154847,13;213315,62
295;R1O2;PFC3B-PB4;2,5;4,5;212;PFC3B-PB4-1-1 PFC3B-PB4;2022/03/22;RoTS/Sweco;8:2 diPAP;<;1;ng/l;155261,5217;213280,4714
296;R1N;PB2B;;;154;PB2B-1-1;2021/10/11;RoTS/Sweco;PFDoDS;<;1;ng/l;154047,4;216277,67
297;STLO;PFAS-Diep-PB2;14;16;186;PFAS-DIEP-PB2-1-1;2021/10/19;RoTS/Sweco;PFTeDA;<;1;ng/l;149518,0528;213609,5801
298;OWK;OWK008;1,8;2,8;64;OWK008-1-1 OWK008;2021/12/02;RoTS/Sweco;PFDS;<;1;ng/l;151168,791;214859,352
299;STLO;P1001;2,5;3,5;71;P1001;2016/10/12;RoTS/WiBo;PFPeA;=;60;ng/l;149203;213247
300;R1O2;PFC3B-PB11003;15;17;204;PFC3B-PB11003-1-1 PFC3B-PB11003;2022/03/22;RoTS/Sweco;som PFOS;=;3;ng/l;155264,7005;213281,1068
301;KZ;StadAnt_280;3,4;4,4;248;StadAnt_280-1-1 StadAnt_280;2022/01/25;RoTS/Sweco;PFBS;=;23;ng/l;152803,81;214595,2
302;R1N;PB2B;;;154;PB2B-1-1;2021/10/11;RoTS/Sweco;PFPeS;<;1;ng/l;154047,4;216277,67
303;STLO;PFAS-Diep-PB2;14;16;187;PFAS-Diep-PB2-1-2 PFAS-Diep-PB2;2021/12/08;RoTS/Sweco;PFECHS;<;1;ng/l;149518,0528;213609,5801
304;R1O1;P500;4;6;93;LD_500;2021/11/16;RoTS/WiBo;PFODA;<;2;ng/l;155074,67;213271,18
305;R1O1;R1Z012B;7;8;238;R1Z012B-1-1 R1Z012B;2022/01/25;RoTS/Sweco;PFUnDA;<;1;ng/l;154121,95;213989,38
306;R1O1;PB6-SHS;10;15;171;PB6-SHS;31/02/2022;RoTS/WiBo;PFHpS;<;1;ng/l;154254,1905;213849,3676
307;STLO;PFAS-Diep-PB4;18;20;193;PFAS-Diep-PB4-1-2 PFAS-Diep-PB4;2021/12/08;RoTS/Sweco;PFHxS;=;3;ng/l;149716,7329;213884,3736
308;OWK;PB1;4;6,2;113;PB1-PFAS;2021/12/20;aMT;PFOS vertakt;=;1;ng/l;152428,3681;214534,5674
309;STLO;PFAS-Diep-PB2;14;16;186;PFAS-DIEP-PB2-1-1;2021/10/19;RoTS/Sweco;8:2 diPAP;<;1;ng/l;149518,0528;213609,5801
310;R1O2;R1Z013B;7,5;8,5;239;R1Z013B-1-1;2021/10/11;RoTS/Sweco;PFTrDA;<;1;ng/l;155836,9;212073,38
311;STLO;PFAS-Diep-PB2;14;16;187;PFAS-Diep-PB2-1-2 PFAS-Diep-PB2;2021/12/08;RoTS/Sweco;6:2 FTS;<;1;ng/l;149518,0528;213609,5801
312;R1O1;PFC3B-PB11005;15;17;207;PFC3B-PB11005-1-1 PFC3B-PB11005;2022/03/10;RoTS/Sweco;4:2 FTS;<;1;ng/l;154396,3168;213901,6564
313;R1O1;P604;7;8;104;LD_604;2022/04/07;RoTS/WiBo;PFBS;=;39;ng/l;154839,6525;213278,4133
314;R1N;PB05D;;;109;PB05D-1-1;2021/10/11;RoTS/Sweco;PFHpS;<;1;ng/l;153964,34;215706,87
315;KZ;KZ003B;8,5;9,5;40;KZ003B-1-1 KZ003B;2022/01/25;RoTS/Sweco;PFHxA;=;120;ng/l;153010,61;214522,41
316;STLO;PFAS-Diep-PB1;10;12;184;PFAS-DIEP-PB1-1-1;2021/10/19;RoTS/Sweco;PFDoDS;<;1;ng/l;149428,728;213484,8401
317;STLO;PFAS-Diep-PB5;22;23;196;PBSweco5d-1;2022/09/27;TM COTU;PFODA;<;10;ng/l;149800,9086;214023,7081
318;STRO;PFAS-Diep-PB6;18,5;20,5;197;PFAS-DIEP-PB6-1-1;2021/10/19;RoTS/Sweco;PFDS;<;1;ng/l;150524,9401;214597,2915
319;R1O1;P402b;4,1;6,1;79;LD_402b;2021/08/19;RoTS/WiBo;6:2 FTS;<;25;ng/l;154374,47;213884,06
320;R1O1;PB5-SHS;10;15;168;PB5-SHS;31/02/2022;RoTS/WiBo;PFOS lineair;=;1;ng/l;154386,1886;213587,2418
321;R1O1;PB4-SHS;10;15;166;PB4-SHS;31/02/2022;RoTS/WiBo;PFDoDA;<;1;ng/l;154737,56;213281,8292
322;STLO;PB59;3,1;4,1;167;IAC21-04579.005 - PB59;2021/06/01;TM COTU;som PFOS;=;10;ng/l;149460,61;213668,84
323;R1O2;R1Z013B;7,5;8,5;240;R1Z013B-1-2 R1Z013B;2022/03/28;RoTS/Sweco;PFTrDA;<;1;ng/l;155836,9;212073,38
324;R1O2;R1Z005A;3,5;4,5;232;R1Z005A-1-1;2021/10/11;RoTS/Sweco;totaal PFAS;=;446;ng/l;155673,75;212797,4
325;STLO;PFAS-Diep-PB4;18;20;192;PFAS-DIEP-PB4-1-1;2021/10/19;RoTS/Sweco;HPFO-DA;<;1;ng/l;149716,7329;213884,3736
326;OWK;OWK019A;1;2;65;OWK019A-1-1 OWK019A;2021/12/02;RoTS/Sweco;8:2 FTS;<;1;ng/l;152207,547;214709,46
327;R1O1;PB2-SHS;10;15;158;PB2-SHS;31/02/2022;RoTS/WiBo;PFODA;<;2;ng/l;154412,3745;213417,5682
328;R1O2;PFC3B-PB8;6;8;216;PFC3B-PB8-1-1;2022/07/22;RoTS/Sweco;EtPFOSA;<;4;ng/l;155177,9764;213420,7135
329;STLO;PFAS-Diep-PB5;22;23;196;PBSweco5d-1;2022/09/27;TM COTU;MePFOSAA;<;5;ng/l;149800,9086;214023,7081
330;R1O1;PBB1;;3,4;177;PBB1;2022/02/04;RoTS/WiBo;som PFAS kwantitatief;=;243;ng/l;154549,9838;213344,3547
331;STRO;PFAS-Diep-PB6;18,5;20,5;197;PFAS-DIEP-PB6-1-1;2021/10/19;RoTS/Sweco;MePFOSAA;<;1;ng/l;150524,9401;214597,2915
332;R1O1;PBB1;;3,4;177;PBB1;2022/02/04;RoTS/WiBo;8:2 FTS;=;1;ng/l;154549,9838;213344,3547
333;R1O2;R1Z017A;2,5;3,5;244;R1Z017A-1-1;2021/10/11;RoTS/Sweco;PFDoDS;<;1;ng/l;155178,18;212863,76
334;R1N;PB222A;3,5;4,5;145;PB222A-1-1;2021/10/11;RoTS/Sweco;PFOSA;<;1;ng/l;154172,71;215098,1
335;R1O1;PBB1;;3,4;177;PBB1;2022/02/04;RoTS/WiBo;HPFO-DA;<;1;ng/l;154549,9838;213344,3547
336;STRO;PFAS-Diep-PB7;18;20;200;PFAS DIEP B7-1-1 PFAS diep B7;2021/12/02;RoTS/Sweco;PFOS vertakt;=;1;ng/l;150789,3919;214624,6651
337;R1O1;PB3-SHS;10;15;163;PB3-SHS;31/02/2022;RoTS/WiBo;PFHxS;<;1;ng/l;154575,1009;213251,9026
338;R1O1;P506;4;6;99;LD_506;2021/11/17;RoTS/WiBo;PFNA;=;2;ng/l;155025,17;213410,71
339;R1O2;R1Z007B;3,2;4,2;235;R1Z007B-1-1 R1Z007B;2022/01/20;RoTS/Sweco;PFNS;<;1;ng/l;155920,68;212552,55
340;R1N;PB2D;;;157;PB2D-1-1;2021/10/11;RoTS/Sweco;totaal PFAS;=;76;ng/l;154047,4;216277,67
341;R1O1;P503;4;6;96;LD_503;2021/11/16;RoTS/WiBo;som PFOA;=;110;ng/l;154458,53;213623,51
342;STLO;PB1;3,55;4,55;110;IAC21-04579.001 - PB1;2021/06/01;TM COTU;4:2 FTS;=;20;ng/l;149464,75;214041,93
343;STLO;PFAS-Diep-PB5;21;23;195;PFAS-Diep-PB5-1-2 PFAS-Diep-PB5;2021/12/08;RoTS/Sweco;4:2 FTS;<;1;ng/l;149800,9086;214023,7081
344;R1O1;PBC2;;15,3;181;PBC2;2022/02/04;RoTS/WiBo;MePFOSA;<;2;ng/l;154572,4288;213467,2679
345;R1O1;PBC2;;15,3;181;PBC2;2022/02/04;RoTS/WiBo;PFOS vertakt;=;190;ng/l;154572,4288;213467,2679
346;STLO;PFAS-Diep-PB1;10;12;184;PFAS-DIEP-PB1-1-1;2021/10/19;RoTS/Sweco;4:2 FTS;<;1;ng/l;149428,728;213484,8401
347;R1N;PB2D;;;157;PB2D-1-1;2021/10/11;RoTS/Sweco;PFHxS;=;3;ng/l;154047,4;216277,67
348;R1O1;R1Z012B;7;8;238;R1Z012B-1-1 R1Z012B;2022/01/25;RoTS/Sweco;PFODA;<;2;ng/l;154121,95;213989,38
349;KZ;KZ003B;8,5;9,5;40;KZ003B-1-1 KZ003B;2022/01/25;RoTS/Sweco;PFDS;<;1;ng/l;153010,61;214522,41
350;STRO;PFAS-Diep-PB6;18,5;20,5;198;PFAS DIEP B6-1-1 PFAS diep B6;2021/12/02;RoTS/Sweco;PFOS lineair;=;1;ng/l;150524,9401;214597,2915
351;R1O1;R1Z012B;7;8;238;R1Z012B-1-1 R1Z012B;2022/01/25;RoTS/Sweco;PFHxA;=;17;ng/l;154121,95;213989,38
352;STLO;PFAS-Diep-PB4;18;20;192;PFAS-DIEP-PB4-1-1;2021/10/19;RoTS/Sweco;PFHxS;<;1;ng/l;149716,7329;213884,3736
353;R1O1;P605;7;8;105;LD_605;2022/04/07;RoTS/WiBo;PFHxSA;<;10;ng/l;154867,85;213294,05
354;R1O1;P402a;9,1;10,1;78;LD_402a;2021/09/23;RoTS/WiBo;PFHpS;<;1;ng/l;154374,47;213884,06
355;STRO;PFAS-Diep-PB6;18,5;20,5;198;PFAS DIEP B6-1-1 PFAS diep B6;2021/12/02;RoTS/Sweco;PFHxDA;<;1;ng/l;150524,9401;214597,2915
356;R1O2;PFC3B-PB1;4;5;201;PFC3B-PB1-1-1 PFC3B-PB1;2022/02/24;RoTS/Sweco;HPFO-DA;<;1;ng/l;155045,8863;213127,4099
357;R1O2;R1Z005A;3,5;4,5;232;R1Z005A-1-1;2021/10/11;RoTS/Sweco;PFPeA;=;39;ng/l;155673,75;212797,4
358;STRO;PFAS-Diep-PB7;18;20;200;PFAS DIEP B7-1-1 PFAS diep B7;2021/12/02;RoTS/Sweco;som PFAS kwantitatief;=;16;ng/l;150789,3919;214624,6651
359;R1N;R1N003A;2,5;3,5;218;R1N003A-1-1;2021/10/11;RoTS/Sweco;EtPFOSA;<;4;ng/l;154351,21;216493,89
360;R1N;PB2B;;;154;PB2B-1-1;2021/10/11;RoTS/Sweco;PFOA lineair;=;6;ng/l;154047,4;216277,67
