,Unnamed: 0,id,date,x_m_L72,y_m_L72,top_m_mv,basis_m_mv,parameter,detection_condition,value,unit,source,error_sum_parameter,error_detection_condition,error_unrealistic_unit,error_top,error_basis
7112,38210,32792554,2021-12-06,243906.0,182176.0,5.6,6.6,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7113,38221,32792577,2021-12-06,243906.0,182176.0,5.6,6.6,PFOSAtotal,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7114,38234,32792602,2021-12-06,243906.0,182176.0,5.6,6.6,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7115,38235,32792605,2021-12-06,243906.0,182176.0,5.6,6.6,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7116,40419,32829304,2022-04-11,154530.0,210744.0,7.4,8.4,PFOSAtotal,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7117,40424,32829310,2022-04-11,154530.0,210744.0,7.4,8.4,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7118,40428,32829317,2022-04-11,154530.0,210744.0,7.4,8.4,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7119,40441,32829345,2022-04-11,154530.0,210744.0,7.4,8.4,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7120,40446,32829357,2022-04-11,154530.0,210744.0,7.4,8.4,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7121,41773,32862444,2022-05-06,165896.96,188054.66,4.0,6.0,PFOSAtotal,=,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7122,41779,32862450,2022-05-06,165896.96,188054.66,4.0,6.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7123,41793,32862467,2022-05-06,165896.96,188054.66,4.0,6.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7124,41796,32862471,2022-05-06,165896.96,188054.66,4.0,6.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7125,41799,32862474,2022-05-06,165896.96,188054.66,4.0,6.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7126,41811,32862525,2022-05-06,165896.11,187975.14,5.0,7.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7127,41820,32862535,2022-05-06,165896.11,187975.14,5.0,7.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7128,41824,32862540,2022-05-06,165896.11,187975.14,5.0,7.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7129,41829,32862546,2022-05-06,165896.11,187975.14,5.0,7.0,PFOSAtotal,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7130,41839,32862556,2022-05-06,165896.11,187975.14,5.0,7.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7131,41845,32862639,2022-05-06,165369.96,188091.62,4.0,6.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7132,41849,32862645,2022-05-06,165369.96,188091.62,4.0,6.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7133,41868,32862665,2022-05-06,165369.96,188091.62,4.0,6.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7134,41875,32862673,2022-05-06,165369.96,188091.62,4.0,6.0,PFOSAtotal,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7135,41877,32862675,2022-05-06,165369.96,188091.62,4.0,6.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7136,46048,32944024,2021-12-30,209415.0,167527.0,8.0,9.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7137,46052,32944032,2021-12-30,209415.0,167527.0,8.0,9.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7138,46058,32944049,2021-12-30,209415.0,167527.0,8.0,9.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7139,46065,32944065,2021-12-30,209415.0,167527.0,8.0,9.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7140,46068,32944073,2021-12-30,209415.0,167527.0,8.0,9.0,PFOSAtotal,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7141,46106,32944549,2021-12-30,209412.0,167511.0,8.0,9.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7142,46122,32944598,2021-12-30,209412.0,167511.0,8.0,9.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7143,46135,32944621,2021-12-30,209412.0,167511.0,8.0,9.0,PFOSAtotal,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7144,46137,32944624,2021-12-30,209412.0,167511.0,8.0,9.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7145,46139,32944628,2021-12-30,209412.0,167511.0,8.0,9.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7146,47028,32977004,2022-03-25,139279.0,201691.0,3.2,4.2,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7147,47029,32977005,2022-03-25,139279.0,201691.0,3.2,4.2,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7148,47030,32977007,2022-03-25,139279.0,201691.0,3.2,4.2,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7149,47037,32977025,2022-03-25,139279.0,201691.0,3.2,4.2,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7150,47042,32977036,2022-03-25,139279.0,201691.0,3.2,4.2,PFOSAtotal,=,5.0,onbenoemd,OVAM,,,Unrealistic unit,,
7151,50024,33132698,2022-03-25,139482.0,201743.0,2.2,3.2,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7152,50029,33132706,2022-03-25,139482.0,201743.0,2.2,3.2,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7153,50031,33132708,2022-03-25,139482.0,201743.0,2.2,3.2,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7154,50045,33132745,2022-03-25,139482.0,201743.0,2.2,3.2,PFOSAtotal,=,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7155,50057,33132765,2022-03-25,139482.0,201743.0,2.2,3.2,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7156,50420,33150879,2022-01-21,104792.1,195740.9,3.0,4.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7157,50421,33150880,2022-01-21,104792.1,195740.9,3.0,4.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7158,50422,33150881,2022-01-21,104792.1,195740.9,3.0,4.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7159,50423,33150882,2022-01-21,104792.1,195740.9,3.0,4.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7160,50440,33150899,2022-01-21,104792.1,195740.9,3.0,4.0,PFOSAtotal,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7161,50457,33151057,2021-10-07,104767.62,195735.86,0.0,2.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7162,50459,33151059,2021-10-07,104767.62,195735.86,0.0,2.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7163,50465,33151065,2021-10-07,104767.62,195735.86,0.0,2.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7164,50476,33151076,2021-10-07,104767.62,195735.86,0.0,2.0,PFOSAtotal,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7165,50481,33151081,2021-10-07,104767.62,195735.86,0.0,2.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7166,50483,33151083,2021-08-26,104767.62,195735.86,0.0,0.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7167,50492,33151092,2021-08-26,104767.62,195735.86,0.0,0.0,PFOSAtotal,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7168,50493,33151093,2021-08-26,104767.62,195735.86,0.0,0.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7169,50494,33151094,2021-08-26,104767.62,195735.86,0.0,0.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7170,50514,33151114,2021-08-26,104767.62,195735.86,0.0,0.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7171,50592,33151226,2021-10-07,104735.0,195699.0,0.0,1.0,PFOSAtotal,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7172,50597,33151231,2021-10-07,104735.0,195699.0,0.0,1.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7173,50598,33151232,2021-10-07,104735.0,195699.0,0.0,1.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7174,50599,33151233,2021-10-07,104735.0,195699.0,0.0,1.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7175,50601,33151235,2021-10-07,104735.0,195699.0,0.0,1.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7176,50665,33151299,2021-10-07,105128.4,195874.0,0.0,1.0,PFOSAtotal,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7177,50669,33151303,2021-10-07,105128.4,195874.0,0.0,1.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7178,50673,33151307,2021-10-07,105128.4,195874.0,0.0,1.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7179,50685,33151319,2021-10-07,105128.4,195874.0,0.0,1.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7180,50696,33151330,2021-10-07,105128.4,195874.0,0.0,1.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7181,50708,33151342,2021-08-26,105128.4,195874.0,0.0,0.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7182,50718,33151352,2021-08-26,105128.4,195874.0,0.0,0.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7183,50721,33151355,2021-08-26,105128.4,195874.0,0.0,0.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7184,50723,33151357,2021-08-26,105128.4,195874.0,0.0,0.0,PFOSAtotal,=,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7185,50733,33151367,2021-08-26,105128.4,195874.0,0.0,0.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7186,50744,33151454,2022-02-16,104819.8,195690.2,0.0,315.0,PFOSAtotal,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7187,50747,33151457,2022-02-16,104819.8,195690.2,0.0,315.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7188,50754,33151464,2022-02-16,104819.8,195690.2,0.0,315.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7189,50758,33151468,2022-02-16,104819.8,195690.2,0.0,315.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7190,50764,33151474,2022-02-16,104819.8,195690.2,0.0,315.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7191,50814,33151562,2022-02-16,104748.0,195701.1,3.0,4.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7192,50819,33151567,2022-02-16,104748.0,195701.1,3.0,4.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7193,50823,33151571,2022-02-16,104748.0,195701.1,3.0,4.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7194,50829,33151577,2022-02-16,104748.0,195701.1,3.0,4.0,PFOSAtotal,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7195,50835,33151583,2022-02-16,104748.0,195701.1,3.0,4.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7196,50885,33151671,2022-02-17,104748.0,195701.1,3.0,4.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7197,50895,33151681,2022-02-17,104748.0,195701.1,3.0,4.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7198,50904,33151690,2022-02-17,104748.0,195701.1,3.0,4.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7199,50907,33151693,2022-02-17,104748.0,195701.1,3.0,4.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7200,50911,33151697,2022-02-17,104748.0,195701.1,3.0,4.0,PFOSAtotal,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7201,50915,33151701,2021-10-07,104275.3,195705.7,0.0,1.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7202,50935,33151721,2021-10-07,104275.3,195705.7,0.0,1.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7203,50936,33151722,2021-10-07,104275.3,195705.7,0.0,1.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7204,50947,33151733,2021-10-07,104275.3,195705.7,0.0,1.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7205,50948,33151734,2021-10-07,104275.3,195705.7,0.0,1.0,PFOSAtotal,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7206,50993,33151779,2021-08-26,104275.3,195705.7,0.0,0.0,PFOSAtotal,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7207,50998,33151784,2021-08-26,104275.3,195705.7,0.0,0.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7208,51011,33151797,2021-08-26,104275.3,195705.7,0.0,0.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7209,51014,33151800,2021-08-26,104275.3,195705.7,0.0,0.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7210,51021,33151807,2021-08-26,104275.3,195705.7,0.0,0.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7211,51096,33152094,2022-02-17,104748.0,195701.1,3.0,4.0,MePFOSAA,<,11.0,onbenoemd,OVAM,,,Unrealistic unit,,
7212,51104,33152102,2022-02-17,104748.0,195701.1,3.0,4.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7213,51108,33152106,2022-02-17,104748.0,195701.1,3.0,4.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7214,51119,33152117,2022-02-17,104748.0,195701.1,3.0,4.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7215,51129,33152127,2022-02-17,104748.0,195701.1,3.0,4.0,PFOSAtotal,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7216,51131,33152129,2021-07-27,104748.82,195703.26,0.0,0.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7217,51142,33152140,2021-07-27,104748.82,195703.26,0.0,0.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7218,51152,33152150,2021-07-27,104748.82,195703.26,0.0,0.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7219,51158,33152156,2021-07-27,104748.82,195703.26,0.0,0.0,PFOSAtotal,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7220,51159,33152157,2021-07-27,104748.82,195703.26,0.0,0.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7221,51241,33152315,2022-02-16,104748.0,195701.1,3.0,4.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7222,51264,33152338,2022-02-16,104748.0,195701.1,3.0,4.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7223,51267,33152341,2022-02-16,104748.0,195701.1,3.0,4.0,PFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7224,51271,33152345,2022-02-16,104748.0,195701.1,3.0,4.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7225,51274,33152348,2022-02-16,104748.0,195701.1,3.0,4.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7226,51317,33152391,2022-01-21,104834.5,195633.9,3.0,4.0,PFOSAtotal,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7227,51319,33152393,2022-01-21,104834.5,195633.9,3.0,4.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7228,51321,33152395,2022-01-21,104834.5,195633.9,3.0,4.0,MePFOSAA,=,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7229,51327,33152401,2022-01-21,104834.5,195633.9,3.0,4.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7230,51328,33152402,2022-01-21,104834.5,195633.9,3.0,4.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7231,51364,33152438,2022-01-21,104911.0,195713.5,0.0,405.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7232,51365,33152439,2022-01-21,104911.0,195713.5,0.0,405.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7233,51372,33152446,2022-01-21,104911.0,195713.5,0.0,405.0,PFOSAtotal,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7234,51374,33152448,2022-01-21,104911.0,195713.5,0.0,405.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7235,51375,33152449,2022-01-21,104911.0,195713.5,0.0,405.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7236,51429,33152537,2022-02-17,104748.0,195701.1,3.0,4.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7237,51435,33152543,2022-02-17,104748.0,195701.1,3.0,4.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7238,51446,33152554,2022-02-17,104748.0,195701.1,3.0,4.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7239,51450,33152558,2022-02-17,104748.0,195701.1,3.0,4.0,PFOSAtotal,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7240,51452,33152560,2022-02-17,104748.0,195701.1,3.0,4.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7241,51456,33152564,2022-02-17,104748.0,195701.1,3.0,4.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7242,51457,33152565,2022-02-17,104748.0,195701.1,3.0,4.0,PFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7243,51470,33152578,2022-02-17,104748.0,195701.1,3.0,4.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7244,51481,33152589,2022-02-17,104748.0,195701.1,3.0,4.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7245,51487,33152595,2022-02-17,104748.0,195701.1,3.0,4.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7246,51543,33152651,2022-01-21,104708.2,195727.6,3.0,4.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7247,51553,33152661,2022-01-21,104708.2,195727.6,3.0,4.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7248,51556,33152664,2022-01-21,104708.2,195727.6,3.0,4.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7249,51558,33152666,2022-01-21,104708.2,195727.6,3.0,4.0,PFOSAtotal,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7250,51561,33152669,2022-01-21,104708.2,195727.6,3.0,4.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7251,51610,33152718,2021-10-07,104745.0,195680.0,0.0,1.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7252,51616,33152724,2021-10-07,104745.0,195680.0,0.0,1.0,PFOSAtotal,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7253,51617,33152725,2021-10-07,104745.0,195680.0,0.0,1.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7254,51632,33152740,2021-10-07,104745.0,195680.0,0.0,1.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7255,51633,33152741,2021-10-07,104745.0,195680.0,0.0,1.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7256,51636,33152744,2021-08-26,104745.0,195680.0,0.0,0.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7257,51638,33152746,2021-08-26,104745.0,195680.0,0.0,0.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7258,51655,33152763,2021-08-26,104745.0,195680.0,0.0,0.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7259,51658,33152766,2021-08-26,104745.0,195680.0,0.0,0.0,PFOSAtotal,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7260,51669,33152777,2021-08-26,104745.0,195680.0,0.0,0.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7261,51713,33152821,2021-10-07,104730.0,195660.0,0.0,1.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7262,51719,33152827,2021-10-07,104730.0,195660.0,0.0,1.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7263,51728,33152836,2021-10-07,104730.0,195660.0,0.0,1.0,PFOSAtotal,=,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7264,51736,33152844,2021-10-07,104730.0,195660.0,0.0,1.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7265,51741,33152849,2021-10-07,104730.0,195660.0,0.0,1.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7266,51745,33152853,2021-08-26,104730.0,195660.0,0.0,0.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7267,51754,33152862,2021-08-26,104730.0,195660.0,0.0,0.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7268,51755,33152863,2021-08-26,104730.0,195660.0,0.0,0.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7269,51769,33152877,2021-08-26,104730.0,195660.0,0.0,0.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7270,51772,33152880,2021-08-26,104730.0,195660.0,0.0,0.0,PFOSAtotal,=,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7271,51782,33152890,2022-02-17,104748.0,195701.1,3.0,4.0,PFOSAtotal,=,5.0,onbenoemd,OVAM,,,Unrealistic unit,,
7272,51786,33152894,2022-02-17,104748.0,195701.1,3.0,4.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7273,51790,33152898,2022-02-17,104748.0,195701.1,3.0,4.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7274,51808,33152916,2022-02-17,104748.0,195701.1,3.0,4.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7275,51809,33152917,2022-02-17,104748.0,195701.1,3.0,4.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7276,51852,33152960,2022-01-21,104631.4,195691.3,3.0,4.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7277,51860,33152968,2022-01-21,104631.4,195691.3,3.0,4.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7278,51867,33152975,2022-01-21,104631.4,195691.3,3.0,4.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7279,51868,33152976,2022-01-21,104631.4,195691.3,3.0,4.0,PFOSAtotal,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7280,51872,33152980,2022-01-21,104631.4,195691.3,3.0,4.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7281,51923,33153031,2022-02-16,104748.0,195701.1,3.0,4.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7282,51937,33153045,2022-02-16,104748.0,195701.1,3.0,4.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7283,51947,33153055,2022-02-16,104748.0,195701.1,3.0,4.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7284,51948,33153056,2022-02-16,104748.0,195701.1,3.0,4.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7285,51958,33153066,2022-02-16,104748.0,195701.1,3.0,4.0,PFOSAtotal,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7286,51996,33153236,2022-02-17,104748.0,195701.1,3.0,4.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7287,51999,33153239,2022-02-17,104748.0,195701.1,3.0,4.0,MePFOSAtotal,<,2.0,onbenoemd,OVAM,,,Unrealistic unit,,
7288,52022,33153262,2022-02-17,104748.0,195701.1,3.0,4.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7289,52027,33153267,2022-02-17,104748.0,195701.1,3.0,4.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7290,52029,33153269,2022-02-17,104748.0,195701.1,3.0,4.0,PFOSAtotal,=,3.0,onbenoemd,OVAM,,,Unrealistic unit,,
7291,52069,33153415,2021-07-27,104786.1,195678.5,0.0,0.0,EPtPFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7292,52090,33153436,2021-07-27,104786.1,195678.5,0.0,0.0,EtPFOSAtotal,<,4.0,onbenoemd,OVAM,,,Unrealistic unit,,
7293,52092,33153438,2021-07-27,104786.1,195678.5,0.0,0.0,MePFOSAA,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
7294,52101,33153447,2021-07-27,104786.1,195678.5,0.0,0.0,PFOSAtotal,<,1.0,onbenoemd,OVAM,,,Unrealistic unit,,
